"MEASURE","Measure","PROP_TYPE","Property type","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2013-Q3","Sep-2013",2,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2013-Q4","Dec-2013",3.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2014-Q1","Mar-2014",1.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2014-Q2","Jun-2014",1.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2014-Q3","Sep-2014",0.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2014-Q4","Dec-2014",1.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2015-Q1","Mar-2015",0.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2015-Q2","Jun-2015",4.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2015-Q3","Sep-2015",1.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2015-Q4","Dec-2015",0,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2016-Q1","Mar-2016",-0.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2016-Q2","Jun-2016",1.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2016-Q3","Sep-2016",1.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2016-Q4","Dec-2016",2.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q1","Mar-2017",1.7,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2003-Q3","Sep-2003",36.2,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2003-Q4","Dec-2003",40.8,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2004-Q1","Mar-2004",41.1,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2004-Q2","Jun-2004",42.3,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2004-Q3","Sep-2004",41.5,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2004-Q4","Dec-2004",47.4,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2005-Q1","Mar-2005",53.5,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2005-Q2","Jun-2005",54.7,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2005-Q3","Sep-2005",51.9,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2005-Q4","Dec-2005",59.6,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2006-Q1","Mar-2006",63.7,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2006-Q2","Jun-2006",67.1,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2006-Q3","Sep-2006",64.9,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2006-Q4","Dec-2006",67.7,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2007-Q1","Mar-2007",68,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2007-Q2","Jun-2007",73.4,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2007-Q3","Sep-2007",76.1,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2007-Q4","Dec-2007",75.3,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2008-Q1","Mar-2008",76.3,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2008-Q2","Jun-2008",75.6,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2008-Q3","Sep-2008",82.9,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2008-Q4","Dec-2008",84.2,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2009-Q1","Mar-2009",90,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2009-Q2","Jun-2009",90.6,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2009-Q3","Sep-2009",94.8,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2009-Q4","Dec-2009",101.4,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2010-Q1","Mar-2010",101.6,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2010-Q2","Jun-2010",103.1,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2010-Q3","Sep-2010",105.5,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2010-Q4","Dec-2010",106.8,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2011-Q1","Mar-2011",102,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2011-Q2","Jun-2011",99.6,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2011-Q3","Sep-2011",99.2,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2011-Q4","Dec-2011",99.6,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2012-Q1","Mar-2012",97.9,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2012-Q2","Jun-2012",103.3,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2012-Q3","Sep-2012",107.5,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2012-Q4","Dec-2012",105.9,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2013-Q1","Mar-2013",110.3,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2013-Q2","Jun-2013",112,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2013-Q3","Sep-2013",111.8,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2013-Q4","Dec-2013",110.9,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2014-Q1","Mar-2014",112.4,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2014-Q2","Jun-2014",113.2,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2014-Q3","Sep-2014",113.6,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2014-Q4","Dec-2014",113.3,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2015-Q1","Mar-2015",112.7,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2015-Q2","Jun-2015",111.2,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2015-Q3","Sep-2015",110.4,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2015-Q4","Dec-2015",108.5,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2016-Q1","Mar-2016",108.6,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2016-Q2","Jun-2016",104.9,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2016-Q3","Sep-2016",105.7,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2016-Q4","Dec-2016",103.1,,
"1","Index Number","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2017-Q1","Mar-2017",100.9,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2003-Q3","Sep-2003",49.1,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2003-Q4","Dec-2003",50.7,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2004-Q1","Mar-2004",52.7,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2004-Q2","Jun-2004",53.9,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2004-Q3","Sep-2004",54.4,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2004-Q4","Dec-2004",56.3,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2005-Q1","Mar-2005",58.6,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2005-Q2","Jun-2005",61.8,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2005-Q3","Sep-2005",64.4,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2005-Q4","Dec-2005",68.4,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2006-Q1","Mar-2006",74,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2006-Q2","Jun-2006",84.6,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2006-Q3","Sep-2006",88.7,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2006-Q4","Dec-2006",91.9,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2007-Q1","Mar-2007",92.9,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2007-Q2","Jun-2007",94.4,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2007-Q3","Sep-2007",96.3,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2007-Q4","Dec-2007",97.7,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2008-Q1","Mar-2008",97,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2008-Q2","Jun-2008",96.8,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2008-Q3","Sep-2008",93.8,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2008-Q4","Dec-2008",90.3,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2009-Q1","Mar-2009",90.2,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2009-Q2","Jun-2009",95.7,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2009-Q3","Sep-2009",96.6,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2009-Q4","Dec-2009",103.8,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2010-Q1","Mar-2010",104.7,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2010-Q2","Jun-2010",106.1,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2010-Q3","Sep-2010",103.4,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2010-Q4","Dec-2010",104.1,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2011-Q1","Mar-2011",103.9,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2011-Q2","Jun-2011",102.8,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2011-Q3","Sep-2011",99.4,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2011-Q4","Dec-2011",98.7,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2012-Q1","Mar-2012",100.9,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2012-Q2","Jun-2012",101,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2012-Q3","Sep-2012",101.8,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2012-Q4","Dec-2012",103.1,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2013-Q1","Mar-2013",106.1,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2013-Q2","Jun-2013",108.5,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2013-Q3","Sep-2013",108.6,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2013-Q4","Dec-2013",111.4,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2014-Q1","Mar-2014",111.6,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2014-Q2","Jun-2014",111.7,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2014-Q3","Sep-2014",111.1,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2014-Q4","Dec-2014",110.9,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2015-Q1","Mar-2015",110.6,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2015-Q2","Jun-2015",109.9,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2015-Q3","Sep-2015",107.6,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2015-Q4","Dec-2015",107.8,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2016-Q1","Mar-2016",106.6,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2016-Q2","Jun-2016",104.8,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2016-Q3","Sep-2016",104,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2016-Q4","Dec-2016",102.2,,
"1","Index Number","1","Attached dwellings","5GPER","Greater Perth","Q","Quarterly","2017-Q1","Mar-2017",101.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2002-Q1","Mar-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2002-Q2","Jun-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2002-Q3","Sep-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2002-Q4","Dec-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2003-Q1","Mar-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2003-Q2","Jun-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2003-Q3","Sep-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2003-Q4","Dec-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2004-Q1","Mar-2004",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2004-Q2","Jun-2004",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2004-Q3","Sep-2004",15.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2004-Q4","Dec-2004",5.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2005-Q1","Mar-2005",4.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2005-Q2","Jun-2005",6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2005-Q3","Sep-2005",5.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2005-Q4","Dec-2005",6.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2006-Q1","Mar-2006",6.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2006-Q2","Jun-2006",8.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2006-Q3","Sep-2006",7.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2006-Q4","Dec-2006",7.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2007-Q1","Mar-2007",10,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2007-Q2","Jun-2007",11.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2007-Q3","Sep-2007",17.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2007-Q4","Dec-2007",19.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2008-Q1","Mar-2008",17.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2008-Q2","Jun-2008",12.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2008-Q3","Sep-2008",3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2008-Q4","Dec-2008",-2.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2009-Q1","Mar-2009",-3.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2009-Q2","Jun-2009",-1.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2009-Q3","Sep-2009",6.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2009-Q4","Dec-2009",9.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2010-Q1","Mar-2010",9.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2010-Q2","Jun-2010",7.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2010-Q3","Sep-2010",1.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2010-Q4","Dec-2010",-1.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2011-Q1","Mar-2011",-3.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2011-Q2","Jun-2011",-3.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2011-Q3","Sep-2011",-3.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2011-Q4","Dec-2011",-1.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2012-Q1","Mar-2012",0.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2012-Q2","Jun-2012",0.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2012-Q3","Sep-2012",2.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2012-Q4","Dec-2012",1.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2013-Q1","Mar-2013",3.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2013-Q2","Jun-2013",2.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2013-Q3","Sep-2013",2.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2013-Q4","Dec-2013",3.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2014-Q1","Mar-2014",4.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2014-Q2","Jun-2014",5.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2014-Q3","Sep-2014",5.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2014-Q4","Dec-2014",3.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2015-Q1","Mar-2015",1.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2015-Q2","Jun-2015",1.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2015-Q3","Sep-2015",0.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2015-Q4","Dec-2015",2.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2016-Q1","Mar-2016",2.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2016-Q2","Jun-2016",2.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2016-Q3","Sep-2016",1.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2016-Q4","Dec-2016",-0.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2017-Q1","Mar-2017",-0.4,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2002-Q1","Mar-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2002-Q2","Jun-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2002-Q3","Sep-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2002-Q4","Dec-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2003-Q1","Mar-2003",18.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2003-Q2","Jun-2003",14.8,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2003-Q3","Sep-2003",15.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2003-Q4","Dec-2003",15.6,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2004-Q1","Mar-2004",13.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2004-Q2","Jun-2004",4.3,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2004-Q3","Sep-2004",-1.3,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2004-Q4","Dec-2004",-4.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2005-Q1","Mar-2005",-5.9,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2005-Q2","Jun-2005",-3.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2005-Q3","Sep-2005",-4.6,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2005-Q4","Dec-2005",-4.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2006-Q1","Mar-2006",-3.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2006-Q2","Jun-2006",0,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2006-Q3","Sep-2006",1.8,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2006-Q4","Dec-2006",1.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2007-Q1","Mar-2007",2.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2007-Q2","Jun-2007",4.2,,
